Player,Game,5m shot attempted,Action shot attempted,Centre shot attempted,Counter attack attempted,Extra player shot attempted,Penalty shot attempted,5m shot made,Action shot made,Centre shot made,Counter attack made,Extra player shot made,Penalty shot made,Total attempted,Total made
ALEKSIC M,1,1,4,1,0,0,0,0,2,1,0,0,0,6,3
ALEKSIC M,2,2,0,0,0,1,0,0,0,0,0,1,0,3,1
ALEKSIC M,3,1,1,1,0,0,0,0,0,1,0,0,0,3,1
ALEKSIC M,4,4,1,0,0,0,0,0,1,0,0,0,0,5,1
ALEKSIC M,6,0,0,0,0,1,0,0,0,0,0,1,0,1,1
CUK M,1,0,2,0,1,1,0,0,1,0,1,0,0,4,2
CUK M,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1
CUK M,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CUK M,4,1,0,1,0,0,0,1,0,1,0,0,0,2,2
CUK M,6,1,0,0,0,0,0,1,0,0,0,0,0,1,1
FILIPOVIC F,1,0,3,0,0,0,0,0,2,0,0,0,0,3,2
FILIPOVIC F,2,3,0,0,0,1,1,0,0,0,0,1,1,5,2
FILIPOVIC F,3,3,1,0,0,0,0,3,0,0,0,0,0,4,3
FILIPOVIC F,4,0,1,0,0,1,1,0,1,0,0,1,1,3,3
FILIPOVIC F,5,1,1,0,0,0,0,0,0,0,0,0,0,2,0
FILIPOVIC F,6,1,4,0,0,1,0,0,1,0,0,0,0,6,1
JAKSIC N,1,0,1,0,1,1,0,0,1,0,1,1,0,3,3
JAKSIC N,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0
JAKSIC N,3,1,0,0,0,1,0,0,0,0,0,1,0,2,1
JAKSIC N,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1
JAKSIC N,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0
MANDIC D,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
MANDIC D,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1
MANDIC D,3,1,2,0,1,0,0,0,1,0,1,0,0,4,2
MANDIC D,5,1,0,0,0,2,0,1,0,0,0,0,0,3,1
MANDIC D,6,0,2,0,0,1,0,0,1,0,0,0,0,3,1
MITORVIC S,1,0,0,1,0,1,0,0,0,1,0,1,0,2,2
MITORVIC S,2,1,1,0,0,0,0,0,1,0,0,0,0,2,1
MITORVIC S,3,1,2,1,0,0,0,0,1,0,0,0,0,4,1
MITORVIC S,4,1,2,1,0,1,0,0,1,0,0,1,0,5,2
MITROVIC S,5,1,0,0,0,2,0,0,0,0,0,1,0,3,1
MITROVIC S,6,1,0,0,0,1,0,0,0,0,0,0,0,2,0
PIJETLOVIC D,1,0,1,3,0,0,0,0,0,2,0,0,0,4,2
PIJETLOVIC D,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1
PIJETLOVIC D,3,0,1,0,1,0,0,0,0,0,1,0,0,2,1
PIJETLOVIC D,4,0,0,4,1,0,0,0,0,1,1,0,0,5,2
PIJETLOVIC D,5,0,0,2,0,1,0,0,0,1,0,1,0,3,2
PIJETLOVIC D,6,1,1,0,0,1,0,0,1,0,0,1,0,3,2
PRLAINOVIC A,1,0,6,0,0,2,0,0,3,0,0,0,0,8,3
PRLAINOVIC A,2,1,1,0,0,1,0,0,1,0,0,1,0,3,2
PRLAINOVIC A,3,2,0,0,0,1,0,0,0,0,0,1,0,3,1
PRLAINOVIC A,4,0,2,0,0,0,0,0,2,0,0,0,0,2,2
PRLAINOVIC A,5,3,0,1,2,3,0,0,0,1,2,3,0,9,6
PRLAINOVIC A,6,2,2,0,0,1,0,0,0,0,0,1,0,5,1
RANDELOVIC S,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0
RANDELOVIC S,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
RANDELOVIC S,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1
RANDELOVIC S,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1
RANDELOVIC S,5,1,0,0,0,1,0,0,0,0,0,1,0,2,1
RANDELOVIC S,6,0,0,1,0,1,0,0,0,1,0,1,0,2,2
RASOVIC V,1,1,0,0,0,1,0,1,0,0,0,1,0,2,2
RASOVIC V,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
RASOVIC V,4,0,0,0,1,0,0,0,0,0,1,0,0,1,1
RASOVIC V,5,1,1,0,0,0,0,0,0,0,0,0,0,2,0
RASOVIC V,6,0,2,0,0,0,0,0,1,0,0,0,0,2,1
UBOVIC N,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
UBOVIC N,2,0,0,1,1,1,0,0,0,1,0,1,0,3,2
UBOVIC N,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
UBOVIC N,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
UBOVIC N,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1
